ticker,date,sentiment_score,uncertainty_score,sentiment_score_qa,uncertainty_score_qa
ABCL,2021-08-12,0.426095,0.012938,0.265721,0.008311
ABCL,2023-11-02,0.23269,0.014748,0.173211,0.012421
CHX,2022-07-27,0.515956,0.005769,0.25986,0.007052
CHX,2022-02-10,0.470044,0.005952,0.312321,0.006691
CHX,2021-02-24,0.05516,0.012428,0.167725,0.008929
KDP,2021-04-29,0.359975,0.010189,0.242761,0.005066
KDP,2021-02-26,0.578263,0.008112,0.279071,0.005057
KDP,2021-07-29,0.602984,0.007852,0.212769,0.008373
KDP,2021-10-29,0.635119,0.005971,0.207113,0.005089
KDP,2020-02-27,0.573795,0.005619,0.271172,0.005892
HRL,2019-05-23,0.088989,0.007033,0.109102,0.010807
HRL,2020-05-21,0.148377,0.005717,0.137942,0.008516
HRL,2019-02-21,0.264815,0.005395,0.020615,0.007222
HRL,2020-11-24,0.262475,0.006398,0.213002,0.008696
HRL,2019-11-26,0.194788,0.00656,0.210911,0.008218
HRL,2020-08-25,0.195392,0.004836,0.1108,0.007127
HRL,2018-08-23,0.163145,0.005287,0.145271,0.011155
HRL,2020-02-20,0.087569,0.005566,0.154487,0.007883
HRL,2021-09-02,0.364611,0.002841,0.131475,0.007507
HRL,2021-12-09,0.538127,0.002392,0.167227,0.009298
HRL,2021-05-20,0.363951,0.00652,0.196543,0.007909
HRL,2019-08-22,0.132342,0.007534,0.194281,0.010945
HRL,2021-02-18,0.326503,0.005301,0.240883,0.008797
PG,2020-04-17,0.405605,0.008038,0.133254,0.008263
PG,2020-01-23,0.425136,0.004401,0.290299,0.005582
PG,2019-04-23,0.613845,0.003877,0.178205,0.007544
PG,2020-07-30,0.473966,0.006341,0.229518,0.005804
PG,2018-10-19,0.425101,0.00777,0.131591,0.007507
PG,2021-01-20,0.371616,0.00917,0.173356,0.00863
PG,2021-04-20,0.358131,0.006609,0.15467,0.00465
PG,2021-07-30,0.421969,0.00645,0.352223,0.006161
PG,2021-10-19,0.364193,0.008004,0.324428,0.007944
PG,2019-10-22,0.412792,0.005461,0.271492,0.008352
PG,2019-01-23,0.547655,0.006732,0.18457,0.006711
PG,2020-10-20,0.393272,0.006749,0.166321,0.008009
CECO,2020-03-04,0.500171,0.004407,0.195914,0.008007
CECO,2019-03-07,0.417602,0.004884,0.230987,0.010987
CECO,2019-08-06,0.380843,0.003158,0.14669,0.010341
CECO,2019-05-08,0.494363,0.003729,0.365405,0.009125
CECO,2019-11-06,0.590931,0.003502,0.228494,0.00669
CECO,2018-11-07,0.468538,0.005623,0.277089,0.00802
CRNC,2020-05-07,0.317699,0.009517,0.06377,0.007469
ATRC,2020-02-18,0.337796,0.012467,0.104562,0.006925
ATRC,2019-10-30,0.339354,0.014341,0.260447,0.008815
ATRC,2019-04-25,0.360503,0.011336,0.186935,0.008367
ATRC,2020-11-05,0.351845,0.011845,0.083181,0.012774
ATRC,2021-11-03,0.373684,0.008388,0.161725,0.006629
ATRC,2020-04-29,0.105923,0.011677,0.037337,0.011502
ATRC,2021-02-23,0.235365,0.011736,0.152546,0.009421
ATRC,2019-07-30,0.41671,0.01419,0.224443,0.009292
ATRC,2020-07-28,0.161741,0.013549,0.113421,0.008772
ATRC,2019-02-28,0.475112,0.009817,0.245819,0.010359
ATRC,2021-08-04,0.422368,0.010461,0.186935,0.006966
ATRC,2021-04-27,0.537588,0.008593,0.197716,0.011209
DLTH,2020-09-03,0.365878,0.005374,0.255004,0.006571
DLTH,2021-06-03,0.271422,0.005694,0.211228,0.005123
DLTH,2024-03-07,0.300743,0.00714,0.330634,0.007656
DLTH,2019-04-04,0.380307,0.004474,0.147853,0.004166
DLTH,2023-08-31,0.331564,0.006351,0.158041,0.005767
DLTH,2020-03-19,0.17062,0.009846,0.137333,0.010019
DLTH,2020-12-03,0.239619,0.005866,0.286931,0.009988
DLTH,2023-11-30,0.061681,0.005651,0.199952,0.006946
DLTH,2022-09-01,0.219344,0.008525,0.196059,0.008471
DLTH,2021-09-02,0.420671,0.00474,0.166179,0.009571
DLTH,2023-06-01,0.160059,0.006974,0.20528,0.007455
DLTH,2019-09-12,0.156075,0.007556,0.214839,0.013912
DLTH,2022-03-10,0.597662,0.004693,0.24701,0.011102
DLTH,2018-06-05,0.384993,0.006296,0.145857,0.005079
DLTH,2021-03-18,0.245276,0.006005,0.223151,0.011399
DLTH,2022-06-02,0.343003,0.008118,0.216143,0.006425
DLTH,2024-05-30,0.311212,0.007138,0.455332,0.0
DLTH,2019-12-05,0.205081,0.008822,0.220853,0.00545
DLTH,2020-06-04,0.343747,0.007741,0.183124,0.012153
DLTH,2023-03-09,0.339642,0.006268,0.262478,0.005949
DLTH,2021-12-02,0.629216,0.005959,0.302035,0.008712
DLTH,2024-08-29,0.514187,0.008894,0.312422,0.009235
DLTH,2022-12-01,0.300803,0.005221,0.158373,0.009585
DLTH,2018-03-20,0.468407,0.004234,0.143079,0.0066
BXP,2021-01-27,0.068756,0.009078,0.045841,0.010086
BXP,2021-04-28,0.019871,0.00684,0.057556,0.00827
BXP,2021-10-27,0.242996,0.007125,0.112256,0.009773
BXP,2021-07-28,0.184842,0.008707,0.10468,0.010651
BXP,2019-10-30,0.315947,0.009083,0.126595,0.010738
BXP,2020-01-29,0.472012,0.007239,0.091971,0.009916
BXP,2020-10-28,0.101944,0.007155,0.038208,0.009691
BXP,2020-04-29,-0.05843,0.011885,0.046831,0.011948
BXP,2018-10-31,0.369086,0.00566,0.097042,0.00903
BXP,2019-05-01,0.151567,0.006664,0.087985,0.00761
BXP,2020-07-29,-0.065351,0.007978,0.081852,0.008603
BXP,2019-07-31,0.286703,0.005778,0.101227,0.009732
XOM,2020-07-31,0.007629,0.008661,0.110389,0.007154
XOM,2023-07-28,0.580978,0.005789,0.211085,0.004701
XOM,2019-11-01,0.450556,0.005771,0.212649,0.008598
XOM,2018-02-02,0.111785,0.004617,0.133696,0.006658
XOM,2020-05-01,0.009423,0.009011,0.19064,0.007092
XOM,2022-10-28,0.399308,0.00625,0.200271,0.00733
XOM,2018-04-26,0.26574,0.000617,0.177149,0.006676
XOM,2023-01-31,0.552201,0.005324,0.223037,0.005478
XOM,2018-11-02,0.359302,0.002163,0.224707,0.009469
XOM,2019-02-01,0.314192,0.003782,0.228682,0.006942
XOM,2018-07-27,0.130408,0.005352,0.1195,0.008267
XOM,2023-04-28,0.434728,0.004386,0.22415,0.005162
XOM,2023-10-27,0.512114,0.006215,0.26733,0.005534
XOM,2022-07-29,0.474663,0.003813,0.204033,0.006315
XOM,2024-08-02,0.517576,0.002119,0.287631,0.004587
XOM,2019-04-26,0.144921,0.004786,0.209192,0.009919
XOM,2017-10-27,0.414841,0.002812,0.153963,0.007712
XOM,2021-07-30,0.494516,0.003998,0.236257,0.006526
XOM,2020-10-30,0.088018,0.008525,0.104881,0.005547
XOM,2020-01-31,0.252527,0.004052,0.194567,0.008183
XOM,2022-04-29,0.365546,0.004039,0.223411,0.006346
XOM,2021-04-30,0.535817,0.005985,0.217657,0.005098
XOM,2024-02-02,0.466731,0.003867,0.261346,0.006293
XOM,2021-10-29,0.559353,0.000835,0.259219,0.006567
XOM,2021-02-02,0.354603,0.005321,0.219286,0.006157
XOM,2022-02-01,0.518997,0.002633,0.265606,0.00326
XOM,2019-08-02,0.394614,0.003962,0.1087,0.009287
XOM,2024-04-26,0.322231,0.004537,0.250441,0.004541
USB,2019-10-16,0.315303,0.006347,0.151917,0.009321
USB,2020-10-14,0.17842,0.006227,0.145759,0.007213
USB,2021-07-15,0.374004,0.003713,0.163549,0.009235
USB,2019-01-16,0.229473,0.004084,0.131005,0.006764
USB,2020-01-15,0.171562,0.004403,0.118819,0.009127
USB,2021-01-20,0.10397,0.007692,0.181241,0.00886
USB,2021-04-15,0.044105,0.005944,0.152474,0.007817
USB,2020-07-15,0.062121,0.009398,0.068288,0.009407
USB,2021-10-14,0.297674,0.005341,0.133751,0.010029
USB,2018-10-17,0.164611,0.002834,0.150555,0.010266
USB,2019-07-17,0.308285,0.00492,0.145673,0.006834
USB,2020-04-15,0.196063,0.010638,0.017344,0.010362
USB,2017-01-17,0.138783,0.007293,0.228008,0.009654
USB,2019-04-17,0.262766,0.006719,0.145191,0.00795
EDIT,2021-05-05,0.400822,0.006468,0.138033,0.009619
EDIT,2019-08-06,0.262233,0.007545,0.175321,0.011111
EDIT,2020-11-05,0.367827,0.002597,0.173512,0.010673
EDIT,2020-05-07,0.258378,0.007607,0.208371,0.0
EDIT,2019-05-07,0.339355,0.007663,0.10601,0.007917
EDIT,2021-02-25,0.440948,0.005132,0.191427,0.007662
EDIT,2020-08-06,0.446002,0.004705,0.129578,0.006659
EDIT,2019-11-12,0.357892,0.009081,0.185954,0.011556
EDIT,2020-02-26,0.347296,0.005691,0.125392,0.008466
EDIT,2018-08-06,0.30889,0.006702,0.120357,0.008234
EDIT,2018-11-07,0.284903,0.0077,0.136142,0.009346
EDIT,2021-11-08,0.363963,0.009091,0.164904,0.00777
EDIT,2021-08-04,0.388207,0.009866,0.108115,0.006696
VFC,2020-07-31,0.601707,0.006606,0.171986,0.006496
VFC,2021-01-27,0.442151,0.004889,0.241074,0.007964
VFC,2019-07-24,0.614049,0.004973,0.302184,0.004231
VFC,2018-07-20,0.480096,0.005061,0.299271,0.00683
VFC,2020-01-23,0.40046,0.00411,0.187822,0.005865
VFC,2019-05-22,0.562203,0.008287,0.284374,0.005249
VFC,2018-10-19,0.457316,0.006964,0.244082,0.005231
VFC,2021-05-21,0.620513,0.006746,0.3868,0.008885
VFC,2021-07-30,0.625084,0.006701,0.383812,0.007847
VFC,2021-10-22,0.544988,0.005549,0.276708,0.005248
VFC,2019-10-25,0.554887,0.008253,0.299679,0.007715
VFC,2020-05-15,0.301786,0.008195,0.213801,0.005597
VFC,2020-10-16,0.524202,0.007789,0.279246,0.007782
VFC,2019-01-18,0.528243,0.006092,0.297207,0.006126
CSTL,2019-11-11,0.392347,0.013833,0.043982,0.015699
CSTL,2020-05-11,0.266765,0.014713,0.054807,0.013861
CSTL,2020-03-10,0.404788,0.013325,0.200942,0.016978
CSWC,2020-02-04,0.383541,0.00811,0.084999,0.008829
CSWC,2020-11-02,0.454795,0.006625,0.143536,0.010327
CSWC,2019-06-04,0.582809,0.006418,0.075973,0.006522
CSWC,2022-08-02,0.436715,0.007835,0.123702,0.009153
CSWC,2020-08-04,0.486627,0.00632,0.072454,0.009624
CSWC,2019-08-06,0.425846,0.00634,0.109573,0.008383
CSWC,2019-11-05,0.388942,0.008093,0.036054,0.007011
CSWC,2020-06-02,0.317274,0.00992,0.102505,0.008521
CSWC,2021-08-03,0.485349,0.007785,0.132926,0.011609
CSWC,2021-11-02,0.361224,0.007644,0.091423,0.009781
CSWC,2018-06-05,0.52962,0.007145,0.129631,0.009319
CSWC,2019-02-05,0.327402,0.009039,0.106331,0.012669
CSWC,2022-05-24,0.491641,0.006742,0.081055,0.009449
CSWC,2021-02-02,0.59106,0.005257,0.134955,0.009807
CSWC,2018-11-07,0.50529,0.007576,0.147222,0.009976
CSWC,2022-02-01,0.497221,0.006047,0.109494,0.012987
CSWC,2021-05-26,0.451146,0.006617,0.112319,0.008395
FFBC,2020-04-21,0.06019,0.007628,0.090901,0.014577
FFBC,2020-10-23,0.26182,0.007589,0.133784,0.011677
FFBC,2021-07-23,0.25264,0.012093,0.135052,0.013804
FFBC,2020-01-24,0.274132,0.008148,0.160316,0.015336
FFBC,2021-04-23,0.055326,0.009326,0.154166,0.011723
FFBC,2019-04-26,0.273936,0.005105,0.156307,0.011453
FFBC,2021-10-22,0.258561,0.009519,0.137065,0.013153
FFBC,2019-01-24,0.447737,0.005223,0.127711,0.0133
FFBC,2019-10-18,0.121976,0.007204,0.107391,0.010759
FFBC,2021-01-29,0.428203,0.00833,0.103732,0.014905
FFBC,2020-07-24,0.12797,0.004984,0.078736,0.012303
SO,2018-08-08,0.192344,0.013471,0.092983,0.008107
SO,2021-04-29,0.329114,0.010505,0.093516,0.010959
SO,2020-10-29,0.393379,0.008669,0.12876,0.010431
SO,2019-10-30,0.380824,0.008748,0.149875,0.012274
SO,2019-02-20,0.471952,0.009282,0.123721,0.00879
SO,2020-04-30,0.307711,0.008245,0.131682,0.009574
SO,2021-07-29,0.297097,0.007149,0.102492,0.009619
SO,2020-02-20,0.263093,0.007973,0.142982,0.008355
SO,2019-05-01,0.290163,0.006831,0.147505,0.007333
SO,2021-11-04,0.293608,0.005499,0.148805,0.010542
SO,2018-11-07,0.431328,0.005909,0.13668,0.008096
SO,2021-02-18,0.321855,0.009231,0.124027,0.009506
SO,2019-07-31,0.365903,0.008809,0.127656,0.012051
KMX,2019-09-24,0.560722,0.006107,0.193257,0.00638
KMX,2019-06-21,0.461667,0.007423,0.208558,0.007098
KMX,2018-06-22,0.16239,0.004657,0.155659,0.00742
KMX,2024-04-11,0.23546,0.008677,0.109153,0.011964
KMX,2018-04-04,0.103227,0.009293,0.001379,0.005877
KMX,2018-09-26,0.064461,0.00964,0.14309,0.007841
KMX,2018-12-21,0.310314,0.006497,0.169139,0.007521
LRCX,2021-01-27,0.427281,0.009928,0.212305,0.011831
LRCX,2024-04-24,0.201763,0.007741,0.245755,0.008557
LRCX,2021-07-28,0.477793,0.006783,0.240637,0.006796
LRCX,2022-10-19,0.209822,0.007348,0.149359,0.009155
LRCX,2022-07-27,0.318291,0.007659,0.185866,0.011008
LRCX,2021-10-20,0.476215,0.007325,0.227592,0.007344
LRCX,2019-04-24,0.112833,0.01009,0.147614,0.008086
LRCX,2020-01-29,0.367543,0.007961,0.137851,0.008369
LRCX,2023-01-25,0.111009,0.012327,0.047509,0.010998
LRCX,2024-07-31,0.287911,0.008451,0.20716,0.007179
LRCX,2021-04-21,0.381466,0.005329,0.312495,0.005949
LRCX,2018-10-16,0.32248,0.011307,0.123114,0.00718
LRCX,2024-01-24,0.346347,0.009524,0.20176,0.010465
LRCX,2019-01-23,0.091527,0.009747,0.126046,0.008778
LRCX,2023-07-26,0.119016,0.006344,0.179702,0.010255
LRCX,2022-01-26,0.282684,0.010043,0.25558,0.011734
LRCX,2023-10-18,0.139683,0.008784,0.169219,0.010933
LRCX,2020-04-22,0.192501,0.009937,0.028497,0.010607
LRCX,2019-07-31,0.175842,0.011371,0.178088,0.00975
LRCX,2019-10-23,0.297389,0.007721,0.265429,0.009421
CRAI,2019-08-01,0.301007,0.003878,0.208776,0.01018
CRAI,2019-05-02,0.204488,0.005196,0.138934,0.009479
CRAI,2019-10-31,0.227835,0.004569,0.207573,0.01044
CRAI,2020-04-30,0.174576,0.006063,0.219652,0.010427
CRAI,2019-02-28,0.346928,0.002973,0.246376,0.008044
CRAI,2020-02-27,0.134531,0.005936,0.268061,0.013915
CHD,2020-07-31,0.295501,0.007802,0.179499,0.008897
CHD,2019-05-02,0.322791,0.007519,0.105245,0.008009
CHD,2021-04-29,0.239617,0.005775,0.130474,0.011898
CHD,2020-10-29,0.222065,0.009147,0.196727,0.009485
CHD,2019-10-31,0.492664,0.007007,0.174906,0.003727
CHD,2020-04-30,0.246572,0.007254,0.064505,0.009068
CHD,2021-07-30,0.036906,0.007471,0.061029,0.008778
CHD,2020-01-31,0.205528,0.003667,0.077921,0.008178
CHD,2018-11-01,0.22363,0.006154,0.137764,0.006027
CHD,2021-01-29,0.332443,0.002669,0.146088,0.004814
CHD,2019-02-05,0.196365,0.003672,0.050803,0.006057
CHD,2021-10-29,0.128372,0.007237,0.177657,0.009201
FOXA,2021-05-05,0.484812,0.007311,0.158455,0.004919
FOXA,2021-11-06,0.464925,0.004728,0.106516,0.005018
FOXA,2021-08-06,0.555938,0.005082,0.174425,0.003954
FOXA,2020-05-06,0.259701,0.006735,0.240256,0.005051
FOXA,2019-08-07,0.385115,0.00409,0.085488,0.005107
DTE,2019-07-24,0.326313,0.003249,0.220307,0.00741
DTE,2020-02-05,0.494664,0.003008,0.31955,0.009991
DTE,2018-10-24,0.452865,0.003872,0.185369,0.009432
DTE,2021-10-27,0.480259,0.003388,0.189857,0.008022
DTE,2019-04-24,0.428689,0.002797,0.224098,0.005647
DTE,2019-10-28,0.426487,0.002509,0.209385,0.006831
DTE,2020-10-27,0.55069,0.001447,0.186439,0.009108
DTE,2021-07-27,0.545139,0.002195,0.183668,0.010708
DTE,2020-04-28,0.274012,0.007747,0.182243,0.012785
DTE,2021-02-19,0.692736,0.002349,0.170885,0.010089
DTE,2020-07-28,0.639111,0.003431,0.262671,0.009325
DTE,2021-04-27,0.462749,0.003244,0.175661,0.00937
BLDR,2020-07-31,0.339412,0.008893,0.111898,0.011095
BLDR,2019-05-03,0.511214,0.00694,0.202608,0.00977
BLDR,2019-11-01,0.498812,0.006229,0.266421,0.009204
BLDR,2020-05-01,0.222716,0.007995,0.050437,0.012261
BLDR,2021-02-26,0.626987,0.00521,0.195443,0.008814
BLDR,2019-03-01,0.399477,0.007662,0.19652,0.012178
BLDR,2020-10-30,0.489948,0.006794,0.129012,0.009721
BLDR,2020-02-21,0.502865,0.006645,0.207534,0.012391
BLDR,2021-05-07,0.542214,0.007678,0.218086,0.005975
BLDR,2019-08-02,0.348544,0.006978,0.158454,0.008708
CSTE,2020-02-12,0.19269,0.003058,0.125833,0.010753
CSTE,2021-05-05,0.424004,0.010368,0.215072,0.006593
CSTE,2019-02-06,0.080022,0.00647,0.258888,0.008587
CSTE,2020-05-06,0.185104,0.007729,0.187107,0.012759
CSTE,2020-11-04,0.249321,0.005181,0.340197,0.010186
CSTE,2019-08-07,0.06028,0.00644,0.225171,0.009583
CSTE,2020-08-05,0.269917,0.007216,0.267979,0.009022
CSTE,2019-11-06,0.200245,0.0056,0.253981,0.002841
CSTE,2021-11-03,0.42282,0.005814,0.169932,0.010791
CSTE,2021-02-24,0.463802,0.006126,0.265574,0.007801
CSTE,2019-05-01,0.164241,0.007826,0.100196,0.012539
CSTE,2021-08-04,0.484063,0.005066,0.22142,0.011485
CYTK,2020-05-06,0.155864,0.013017,0.124069,0.009633
CYTK,2020-11-04,0.381882,0.01164,0.128215,0.010649
CYTK,2020-03-03,0.353083,0.006541,0.204373,0.015258
CYTK,2019-02-21,0.44107,0.012514,0.145356,0.010342
CYTK,2019-05-09,0.368964,0.0096,0.161725,0.018874
CYTK,2019-10-31,0.323971,0.008757,0.117763,0.010339
CYTK,2021-11-03,0.398631,0.006761,0.147396,0.014711
CYTK,2021-02-25,0.361745,0.0118,0.174717,0.01626
CYTK,2020-08-07,0.390923,0.006382,0.17966,0.012916
CYTK,2019-08-08,0.429764,0.010829,0.165477,0.011397
CYTK,2021-08-05,0.433712,0.010151,0.17833,0.016254
CYTK,2021-05-06,0.377023,0.007718,0.180213,0.012649
FOXF,2019-02-26,0.331932,0.005602,0.27248,0.007487
FOXF,2020-05-06,0.134274,0.011873,0.042952,0.012268
FOXF,2020-03-03,0.185212,0.007127,0.163617,0.007585
FOXF,2019-10-30,0.34626,0.004321,0.251887,0.008302
FOXF,2020-08-05,0.208002,0.00941,0.084724,0.00812
FOXF,2020-11-10,0.405071,0.008987,0.224247,0.007155
FOXF,2021-02-25,0.432475,0.010896,0.251099,0.007966
FOXF,2021-08-05,0.365102,0.009164,0.180611,0.013442
FOXF,2019-05-01,0.212924,0.008387,0.226376,0.006875
FOXF,2021-05-06,0.409397,0.006177,0.200493,0.00811
FOXF,2019-07-31,0.230988,0.008181,0.259994,0.008898
CUTR,2022-05-10,0.354836,0.007778,0.209272,0.010109
CUTR,2021-02-17,0.324907,0.007071,0.294107,0.014319
CUTR,2022-02-22,0.462221,0.007266,0.277671,0.006196
CUTR,2021-05-05,0.455648,0.007197,0.229123,0.013499
CUTR,2022-08-04,0.27359,0.010551,0.182686,0.012072
CUTR,2019-11-07,0.516161,0.007305,0.23568,0.008475
CUTR,2019-05-09,0.256657,0.009444,0.350681,0.008576
CUTR,2019-02-20,0.226014,0.008944,0.214553,0.009277
CUTR,2020-05-07,0.093068,0.007574,0.202332,0.013755
CUTR,2021-11-03,0.523688,0.005822,0.275645,0.009741
CUTR,2019-08-08,0.324532,0.009828,0.354331,0.003075
CUTR,2020-02-26,0.579841,0.005285,0.309283,0.005758
CUTR,2018-11-06,0.223514,0.009629,0.275719,0.004481
CUTR,2021-08-04,0.616174,0.009186,0.275208,0.01167
COLL,2019-02-27,0.376986,0.008073,0.195075,0.007724
COLL,2019-08-07,0.325476,0.008951,0.257103,0.00738
COLL,2019-05-08,0.112786,0.009541,0.169427,0.006268
COLL,2020-08-05,0.275692,0.010784,0.182133,0.010291
COLL,2019-11-06,0.244987,0.013507,0.180182,0.007129
COLL,2020-05-07,0.179646,0.009067,0.116779,0.00966
COLL,2020-11-06,0.306104,0.012482,0.11415,0.008775
COLL,2021-02-25,0.347744,0.006257,0.126599,0.011733
COLL,2021-08-05,0.43799,0.007263,0.22913,0.008304
COLL,2021-11-04,0.33637,0.007704,0.078908,0.007273
COLL,2021-05-06,0.449492,0.00748,0.254858,0.008623
COLL,2020-02-27,0.444279,0.009018,0.256978,0.010038
ACVA,2021-08-11,0.470845,0.008304,0.192406,0.0089
ACVA,2021-11-10,0.40725,0.008973,0.145238,0.008953
CVBF,2021-07-22,-0.025648,0.009588,0.157727,0.009253
CVBF,2019-07-25,0.126868,0.00666,0.028679,0.00782
CVBF,2020-01-23,0.070719,0.006955,0.015698,0.005814
CVBF,2020-10-22,-0.066913,0.009831,0.190478,0.010917
CVBF,2021-04-22,-0.076788,0.011739,0.113481,0.014991
CVBF,2019-04-25,0.05717,0.008734,0.07575,0.007374
CVBF,2021-10-21,-0.12111,0.009675,0.156917,0.014404
CVBF,2019-10-24,-0.133198,0.008247,0.054009,0.005853
CVBF,2020-07-23,-0.098515,0.007903,0.026301,0.014573
CVBF,2019-01-24,0.250833,0.007328,0.116458,0.009348
CVBF,2020-04-23,-0.131308,0.012099,-0.011023,0.012129
CVBF,2021-01-28,-0.051482,0.009335,0.195036,0.011324
AFIB,2021-11-11,0.293105,0.00498,0.141724,0.00828
AFIB,2021-05-12,0.476522,0.005859,0.24714,0.005775
AFIB,2020-11-12,0.361797,0.005253,0.165531,0.007724
AFIB,2022-03-30,0.349962,0.005407,0.178141,0.010598
AFIB,2021-03-18,0.390246,0.003085,0.094973,0.005662
AFIB,2022-05-12,0.397013,0.008249,0.246277,0.005732
AFIB,2022-08-11,0.215767,0.00617,0.099987,0.006932
AFIB,2021-08-12,0.492791,0.003584,0.184956,0.006999
VRSK,2021-05-05,0.38118,0.009355,0.149009,0.008299
VRSK,2020-05-06,0.239717,0.00997,0.099895,0.009485
VRSK,2019-10-30,0.415366,0.005393,0.186903,0.004602
VRSK,2020-02-19,0.538559,0.004817,0.16939,0.007457
VRSK,2019-02-20,0.344288,0.006123,0.162006,0.007046
VRSK,2021-11-03,0.34923,0.006907,0.178463,0.010139
VRSK,2021-02-24,0.358056,0.008236,0.166509,0.007724
VRSK,2018-10-31,0.259189,0.005233,0.184065,0.008526
VRSK,2019-05-01,0.389752,0.005782,0.202069,0.006492
VRSK,2021-08-04,0.320908,0.00632,0.180328,0.004181
VRSK,2019-07-31,0.324195,0.004905,0.200726,0.006901
AQMS,2021-04-29,0.229935,0.004851,0.212406,0.010388
AQMS,2021-07-29,0.20242,0.005474,0.227008,0.005133
AQMS,2021-02-25,0.198432,0.004938,0.231656,0.004781
FRPH,2020-03-05,0.022275,0.007273,0.27194,0.0
FRPH,2019-03-07,0.141696,0.006545,0.174993,0.007353
FRPH,2019-11-07,0.170725,0.009264,0.159453,0.003933
FRPH,2020-11-06,0.260629,0.007335,0.07433,0.01098
FRPH,2019-08-05,0.288377,0.010343,0.23704,0.0
FRPH,2020-08-06,-0.037638,0.007725,0.106373,0.00759
FRPH,2020-05-08,0.041029,0.00662,0.068658,0.014156
FRPH,2019-05-06,0.263185,0.007547,0.127004,0.011272
BCRX,2023-05-03,0.493059,0.005551,0.21861,0.006908
BCRX,2022-08-04,0.453043,0.006613,0.155294,0.006531
BCRX,2020-03-05,0.397583,0.006289,0.131574,0.009755
BCRX,2022-02-23,0.435392,0.006667,0.184508,0.009801
BCRX,2023-02-21,0.285254,0.004003,0.157873,0.008628
BCRX,2020-05-06,0.358188,0.005429,0.149791,0.006341
BCRX,2024-02-26,0.39779,0.004492,0.145211,0.006957
BCRX,2019-08-06,0.408865,0.005795,0.185861,0.008067
BCRX,2019-05-08,0.341349,0.009809,0.121849,0.012093
BCRX,2019-11-06,0.252791,0.006638,0.083532,0.005378
BCRX,2020-11-05,0.322888,0.003558,0.175452,0.005432
BCRX,2021-11-03,0.480495,0.003663,0.246776,0.007213
BCRX,2021-02-25,0.448503,0.00487,0.183539,0.005854
BCRX,2020-08-06,0.491194,0.003309,0.106977,0.005155
BCRX,2022-11-01,0.404365,0.010075,0.160473,0.009293
BCRX,2021-08-05,0.497728,0.007974,0.235998,0.006787
BCRX,2023-08-03,0.36921,0.006444,0.150506,0.006735
BCRX,2024-05-06,0.514248,0.005149,0.191708,0.007811
BCRX,2019-03-04,0.335944,0.007721,0.111399,0.005589
BCRX,2021-05-06,0.508712,0.004584,0.226862,0.007676
BCRX,2022-05-05,0.346033,0.007921,0.044824,0.0075
BCRX,2023-11-02,0.266427,0.010303,0.169316,0.009551
BCRX,2024-08-05,0.468656,0.004189,0.2926,0.011093
AMPL,2022-05-04,0.365037,0.006813,0.236019,0.006849
ROP,2022-02-02,0.566311,0.003673,0.173492,0.00638
ROP,2022-04-26,0.581816,0.002856,0.218601,0.007526
ROP,2019-07-25,0.411259,0.008634,0.098009,0.012993
ROP,2021-07-23,0.583856,0.005168,0.231145,0.009682
ROP,2019-02-01,0.447738,0.004641,0.114368,0.007909
ROP,2018-04-20,0.33031,0.004481,0.135733,0.008082
ROP,2019-04-25,0.351905,0.005329,0.176903,0.00759
ROP,2019-10-24,0.469906,0.003478,0.093443,0.006759
ROP,2020-01-30,0.375406,0.003227,0.15098,0.010008
ROP,2020-10-27,0.267076,0.002816,0.10739,0.009096
ROP,2021-10-22,0.512883,0.00445,0.191824,0.006108
ROP,2017-10-30,0.43942,0.003039,0.148209,0.011509
ROP,2020-04-28,0.243002,0.006439,0.107168,0.010235
ROP,2021-01-29,0.236757,0.006226,0.092796,0.007168
ROP,2020-07-28,0.235352,0.004451,0.12058,0.010614
ROP,2022-07-22,0.496587,0.003027,0.096657,0.007405
ROP,2021-04-27,0.337654,0.005214,0.204358,0.008612
AME,2021-05-04,0.472818,0.010601,0.257817,0.009149
AME,2020-02-05,0.438394,0.010438,0.121565,0.008711
AME,2020-10-29,0.096391,0.008842,0.110188,0.009379
AME,2020-08-04,0.229066,0.009309,0.145323,0.010595
AME,2019-10-31,0.394057,0.011255,0.233361,0.007514
AME,2021-08-03,0.401689,0.013534,0.214426,0.00785
AME,2021-11-02,0.464253,0.012037,0.308979,0.00696
AME,2020-05-05,0.056074,0.010936,0.181227,0.008874
AME,2021-02-04,0.153105,0.011779,0.173455,0.005469
AME,2018-11-01,0.536898,0.010089,0.24261,0.008029
AME,2019-07-30,0.509401,0.011259,0.22746,0.006175
AME,2019-02-05,0.618671,0.00947,0.327322,0.007982
AME,2019-05-01,0.424312,0.009331,0.226875,0.01044
XEL,2018-10-25,0.567422,0.008293,0.126391,0.00532
XEL,2019-08-01,0.378982,0.007669,0.166562,0.006494
XEL,2021-04-29,0.301171,0.009189,0.232344,0.008948
XEL,2020-07-30,0.380797,0.00935,0.197514,0.009816
XEL,2020-10-29,0.280436,0.010275,0.159164,0.010314
XEL,2019-01-31,0.460932,0.006969,0.136501,0.010138
XEL,2019-04-25,0.484413,0.009967,0.148865,0.015139
XEL,2020-05-07,0.220774,0.014773,0.174192,0.009744
XEL,2021-07-29,0.241175,0.006553,0.191269,0.008194
